ticker,Date,price,volume,return,sharpe_ratio,Predicted_Return,Rank
RCL,2019-03-31,110.03321800655738,1558847.5409836066,0.0028713213692462,0.1432219808766475,0.0030418529338070567,50
MAR,2020-06-30,85.85457919857143,5925561.904761905,0.0037163357322104,0.0616046553422304,0.002997166735556672,51
WMT,2020-09-30,127.543176421875,10876839.0625,0.0026397141816512,0.1405953408723096,0.0029824533671919864,52
WH,2020-06-30,39.03666357,1272365.0793650793,0.0058341565293489,0.1242299258738161,0.0029706404177641866,53
RCL,2020-12-31,69.712344050625,6709385.9375,0.0034119417385712,0.0635510397555081,0.0028979835905983565,54
WH,2021-12-31,81.03397178671875,764234.375,0.0025640711135556,0.1308097516286338,0.0028407844216694986,55
HLT,2021-12-31,143.252363446875,2044456.25,0.0028154946628531,0.1243815285693536,0.002818577486068609,56
WMT,2019-06-30,96.64874885444443,6157092.063492063,0.0020992933923161,0.2330778707749496,0.00280747759610035,57
RCL,2017-06-30,98.98821379507936,1455628.5714285714,0.001870097486814,0.119649409252218,0.002793787356015705,58
HLT,2020-12-31,98.5299584796875,2454560.9375,0.0044592531193631,0.1693438600935863,0.002787286357424626,59
MAR,2019-06-30,129.39578985873015,1605728.5714285714,0.0019917227084077,0.1200595522130825,0.002787276533806655,60
WH,2021-03-31,61.41891854754098,820357.3770491803,0.0028925823731695,0.126276614698544,0.0027781028859218617,61
RCL,2017-03-31,86.92907264557377,1581898.3606557378,0.0027505690301287,0.18003792046241,0.0027729762474934284,62
RUTH,2017-06-30,19.15916209746032,240365.03174603172,0.0014369347517511,0.0991030059747158,0.002761449211836099,63
RUTH,2019-03-31,22.86983527491803,193121.262295082,0.0020985095235668,0.1574030881133842,0.00275892972654231,64
MAR,2019-03-31,114.35279683426228,2117403.2786885244,0.0025058110065263,0.1433728459483633,0.0027345632912858177,65
AMZN,2021-06-30,166.19906277142857,69534761.90476191,0.001765987535763,0.1217001005466358,0.002731662300711622,66
CAKE,2017-12-31,40.69241702349206,1368650.7936507936,0.0023885433586181,0.1264623920270487,0.002719866783562424,67
HLT,2017-12-31,72.55136653412698,1992534.9206349207,0.0022776547787945,0.2872422660709645,0.0027178900012471167,68
UAL,2022-12-31,40.58238080984127,8399646.031746032,0.0026331610352084,0.100237406486272,0.002707464275517588,69
RUTH,2018-06-30,24.90915367078125,242630.921875,0.0023599795742334,0.124081930622604,0.0027069629277488676,70
HLT,2019-06-30,89.77263968301587,2153619.047619048,0.0026983195947778,0.1778843528521766,0.0026917639054390404,71
RUTH,2022-03-31,20.87155422112903,320220.03225806454,0.0028228926164737,0.0854573855729042,0.0026907677846014833,72
MAR,2017-09-30,98.41311221333332,2120592.0634920634,0.0016158701633788,0.1275662009327146,0.0026822842109947096,73
WH,2022-12-31,69.73977897317461,821568.253968254,0.0025594692783918,0.1669609856287164,0.0026586620354902956,74
WH,2019-12-31,52.54330265625,728085.9375,0.0031786595198116,0.2556183793689217,0.0026513354302033815,75
CAKE,2021-03-31,48.61431447032787,1048981.9672131147,0.0081632539236692,0.2191302047613381,0.0026497263874822718,76
WH,2020-12-31,51.79621934921875,653765.625,0.0028395427812944,0.11280879665,0.0026260140412916865,77
WH,2020-09-30,46.834184944375,844751.5625,0.0030079919645306,0.1077720596706657,0.00261114069362271,78
MAR,2017-03-31,82.44702948836066,2427559.016393442,0.0022655285498765,0.2391983037446514,0.002511608650481375,79
UAL,2023-03-31,47.91677413354839,8622537.096774194,0.0029527620623515,0.1007971063923525,0.002408991768015215,80
CAKE,2022-09-30,29.56250509640625,1029339.0625,0.0022527495058861,0.0636061963339241,0.0024077205821370928,81
AMZN,2017-06-30,47.70788101888889,78056222.22222222,0.0014548735063696,0.1150575286076516,0.002400777914432601,82
WH,2019-03-31,47.03506663590164,1093952.4590163934,0.0017766138045926,0.1139811682711955,0.0023998333627454843,83
AMZN,2019-06-30,93.15002392968256,80698444.44444445,0.0010764333755944,0.0614765066939733,0.002393128220648588,84
CCL,2018-09-30,56.84866890063492,3759176.1904761903,0.0018782226939426,0.1635384549388768,0.0023863990848692674,85
AMZN,2020-09-30,157.65220904375,102161843.75,0.0023803344907074,0.0860645673176055,0.002358013260996669,86
CAKE,2019-03-31,42.42465016114754,782773.7704918033,0.0021828079645875,0.1151197388696084,0.002351842869374774,87
RCL,2021-03-31,79.29377071196721,5400696.721311475,0.0028273879613894,0.07561498419045,0.0023517756685032857,88
CCL,2017-03-31,50.38369313262295,3127034.426229508,0.0021389425211876,0.2382931615941745,0.0023411650577317574,89
UAL,2023-06-30,44.74317076170732,7456073.1707317075,0.0020117605352247,0.0732243773880087,0.002340994198509504,90
HLT,2017-09-30,62.20050751174603,2423753.9682539683,0.001925519137631,0.1788654261253662,0.0023167912982555165,91
HLT,2020-09-30,83.10455799078125,2859829.6875,0.0026138733842325,0.101879930491786,0.002295627246271387,92
WH,2019-06-30,51.18533264634921,895019.0476190476,0.0018867774876352,0.1364573909018417,0.0022502958499664525,93
CCL,2017-06-30,56.43295384984127,3230715.873015873,0.0018502333552985,0.1714360313545389,0.0022455703869868897,94
RUTH,2018-09-30,27.852518626190477,239414.79365079364,0.0021908646085412,0.0834584730792525,0.00224170704017866,95
HLT,2023-03-31,140.58532518548387,1676235.4838709678,0.0018932790741364,0.1076564793031572,0.002136393295358832,96
CAKE,2023-03-31,36.70261866032258,1036127.4193548388,0.0020449521950891,0.0735894856105565,0.002132066033561816,97
MAR,2023-03-31,165.82768421774193,1856938.7096774196,0.0019400457051911,0.1022297725845173,0.002100679030452262,98
DAL,2019-06-30,54.77748761857143,5330030.158730159,0.0016892856145387,0.105040250276974,0.002075246500056639,99
WMT,2022-12-31,140.95835525396825,6284615.873015873,0.001576294607175,0.0955725394149282,0.0020477437097729118,100
UAL,2017-12-31,62.33460296174603,4921785.714285715,0.0018503922472342,0.0770712156041659,0.0018866077675419222,101
MAR,2021-12-31,155.4915349484375,2092929.6875,0.0019414652747027,0.0807713479703893,0.0018651362453055804,102
WMT,2018-09-30,84.3950496852381,7150300.0,0.0016476402497231,0.1030984890309367,0.0018376212975327916,103
RCL,2020-09-30,58.8735936884375,9643053.125,0.0048668247489052,0.1054346517018629,0.001832594279785189,104
WH,2021-09-30,69.3486182690625,576404.6875,0.0012146141925892,0.0605875276949607,0.001828550409460058,105
UAL,2019-06-30,84.62999991746032,2471534.9206349207,0.0015814886319177,0.0941319693321889,0.001815131199255423,106
WMT,2019-03-31,90.26098695377048,7683381.967213115,0.000881348379007,0.0758467565815963,0.001787646006580292,107
MAR,2021-03-31,134.95939761803277,2793909.8360655736,0.002168682407584,0.0842529833225616,0.001733383954420516,108
HLT,2021-09-30,125.7191942953125,2083275.0,0.0015683072450105,0.0793062885583287,0.0016686231111756435,109
WMT,2022-09-30,129.6569113734375,7880965.625,0.0012315941158867,0.0589089803159742,0.0016478273559132946,110
HLT,2021-03-31,114.91870893032788,2797598.3606557376,0.001588766494799,0.0652602671085068,0.0016392582983171442,111
RCL,2017-09-30,109.39456963650794,1624512.6984126985,0.0014879884872461,0.0876883474774107,0.0016370966348739852,112
CAKE,2022-12-31,32.78819532285714,1008688.8888888888,0.001760419544379,0.0559761743676001,0.001624468917118953,113
CAKE,2017-03-31,53.61689770737705,753152.4590163934,0.0011679018427118,0.0930003782506084,0.0016224747526509343,114
WMT,2019-09-30,106.38618421296874,5539431.25,0.0012606640309888,0.0910361348734272,0.001605868815500818,115
HLT,2022-09-30,125.9462066859375,1909593.75,0.0014892715168869,0.0590056049858094,0.0015759789778758584,116
HLT,2020-06-30,73.8176185968254,4562320.634920635,0.0018940477010306,0.0438016027999526,0.0015683692021760758,117
MAR,2021-09-30,138.000764609375,2049295.3125,0.0014307055390017,0.0684382201591141,0.001564348296854091,118
AMZN,2019-12-31,88.50839078375,59558218.75,0.0010256540876104,0.082540837859468,0.0015337587239325756,119
UAL,2022-03-31,43.35387106887097,14923708.064516127,0.0017439453945634,0.0381671750683589,0.0015292369225875027,120
UAL,2017-06-30,75.5047619531746,3874552.380952381,0.0011424593912064,0.0560339765100828,0.0015158019971051636,121
HLT,2017-06-30,60.59599939952381,3479901.587301587,0.0010114723792482,0.0642665166067388,0.0015087535307036384,122
MAR,2017-06-30,95.25348348349206,2776203.1746031744,0.001138155380203,0.0704861450049643,0.0013775748083956155,123
RUTH,2023-03-31,17.24084292629032,425463.5161290322,0.0013306962088761,0.0517514909707608,0.0013285209492072624,124
DAL,2020-09-30,28.83531251453125,23435392.1875,0.0018676676967025,0.0511877179719871,0.0013262173519546622,125
WMT,2017-06-30,67.98693423857144,8847519.047619049,0.0009289381760585,0.0732693758689523,0.001318151804997589,126
DAL,2020-06-30,25.44031739619048,61217165.07936508,0.0016130685332474,0.0228033010829775,0.001294630485280234,127
RUTH,2019-12-31,20.941114336875,238327.21875,0.0014320039185039,0.0449854088898791,0.001262395505103251,128
AMZN,2020-03-31,96.78802367451614,110005645.16129032,0.0012725268569814,0.0372838364547994,0.0012403808899383532,129
AMZN,2022-09-30,126.3960940875,58106081.25,0.0013414365010106,0.0412896976309401,0.0012336732099760411,130
DAL,2023-03-31,37.095161006612905,10184282.258064516,0.0011983902651858,0.0476453502564634,0.0011960273071825196,131
DAL,2023-06-30,34.43682945048781,10614034.146341464,0.0011473480709254,0.0489556504925364,0.0011792539752392924,132
RCL,2022-09-30,40.51453110625,7618881.25,0.0023634389729339,0.0464757675046119,0.00117851549119389,133
WMT,2017-03-31,61.07644403180328,9351234.426229509,0.000958553777978,0.0827562086866901,0.001171314270824151,134
MAR,2022-03-31,164.33218679516128,2504069.35483871,0.0012637467307867,0.0455666332916573,0.0011545184968935654,135
MAR,2022-12-31,152.91679697619048,1966892.0634920637,0.0011857903305462,0.0508065928530215,0.001131030752705437,136
HLT,2022-12-31,131.4419851111111,1805209.523809524,0.0008948810668745,0.0412360227796962,0.0010889265550809392,137
RCL,2019-06-30,118.59171816349206,1429338.0952380951,0.0011261398343953,0.0534012266344922,0.0010782530715729088,138
AMZN,2020-12-31,159.578023909375,88935250.0,0.0007464876967641,0.0259280560957551,0.0010564025436969817,139
RCL,2022-03-31,78.73693540032258,4409582.258064516,0.001955563435981,0.0516686673091035,0.001029061967083433,140
MAR,2020-09-30,93.25145804671877,3098542.1875,0.0015342531234257,0.0512119156983306,0.000986535959272758,141
CCL,2022-03-31,20.217419316774198,39030346.77419355,0.0008378828530074,0.0162457682161481,0.0009862684478604356,142
WMT,2020-06-30,117.52487764126984,9203201.587301588,0.0010223343906037,0.0537597607911539,0.0009543273567928586,143
RUTH,2022-09-30,17.344624370000002,365411.328125,0.000980412979743,0.0316067854670752,0.000953149666603096,144
WMT,2023-03-31,141.37746035967743,6544390.322580645,0.0007488318330023,0.0537646110618448,0.0009523872177196938,145
RUTH,2017-12-31,19.272304413015878,203347.22222222225,0.0006828105093989,0.0356905675932616,0.0008946279326110096,146
MAR,2018-09-30,123.17041016190475,2131195.238095238,0.0007843493706782,0.0507890948926927,0.000888104704991889,147
RCL,2021-09-30,80.89124989578124,4238892.1875,0.0010076761364464,0.0301407712672875,0.0008791523229738169,148
UAL,2020-09-30,34.59328129890625,38534214.0625,0.0008896492305389,0.0166536311154259,0.0008748131330607335,149
WMT,2021-12-31,139.4747905703125,8669296.875,0.0007089853441398,0.0455276163781687,0.0008683738425739078,150
HLT,2017-03-31,55.99368561262296,2449668.8524590163,0.0007368328654065,0.0541900144716645,0.0008590543813803743,151
UAL,2018-03-31,69.08557397836066,4687365.573770491,0.0007841504411514,0.0244490048916062,0.00080641069555086,152
CCL,2019-03-31,52.796164840491805,4112934.426229508,0.0007765609522625,0.0312510924294488,0.0007945184804858579,153
WMT,2017-09-30,70.7089442904762,8067530.158730159,0.0006428036071788,0.0523169116903586,0.0007918580194639747,154
WMT,2021-06-30,135.24139453015874,7888995.238095238,0.0007031400252045,0.0522541851430082,0.0007834689623656619,155
DAL,2019-03-31,48.082113047540986,8124819.672131147,0.0008384367132415,0.0358660826309705,0.0007514846363291323,156
DAL,2022-03-31,38.94048404693549,15501479.032258064,0.0007484254503873,0.0165714430699546,0.0007268574995587709,157
WH,2021-06-30,71.2081040879365,635507.9365079365,0.0006894020827589,0.0352779808111701,0.0007193858496254126,158
MAR,2022-09-30,151.408737425,1954373.4375,0.0007041591682642,0.0245913728121473,0.0006783044085625544,159
CCL,2017-12-31,60.74698675222222,3002030.1587301586,0.0006048959305906,0.0363137975446845,0.0006660410321512335,160
WMT,2022-03-31,137.6688601677419,8293698.387096774,0.0006003094920966,0.0327392742854553,0.0006407154758927187,161
WMT,2020-12-31,139.6848404359375,6832765.625,0.0005742923366517,0.0368841723449432,0.0006219570565647497,162
CAKE,2022-03-31,36.69996439967742,962943.5483870968,0.0007734759796,0.0179289162911239,0.0006119789603470662,163
HLT,2018-09-30,77.5078838288889,2984563.492063492,0.000396424865155,0.0208027094706674,0.0005555261299122733,164
DAL,2019-12-31,55.60391515515625,5994523.4375,0.0004299316983553,0.0183940790285155,0.0005030938966667477,165
MAR,2023-06-30,170.9689643707317,1644258.536585366,0.0004648362347382,0.01598781929326,0.0004922180721545137,166
DAL,2019-09-30,58.29686039640625,5689476.5625,0.0004238418179186,0.0164661991297194,0.00047169645293195726,167
AMZN,2021-12-31,171.146727084375,63704531.25,0.000356130609444,0.0098510255331433,0.0004186970092787258,168
CCL,2021-06-30,27.999841297301582,28042755.55555556,0.0002500278453167,0.001852635245843,0.00025457541840255495,169
RCL,2017-12-31,116.36491006666668,1475273.015873016,0.0002534866184906,0.0042135504315159,0.0002543688747933094,170
UAL,2019-09-30,88.37453126953125,2550750.0,0.0002597672498688,0.0040662561795437,0.0002540668184945357,171
WH,2023-06-30,67.23930470560975,1203990.243902439,0.000260321935817,0.0038825970256733,0.00025276016292961087,172
CAKE,2018-03-31,43.23755908393442,1060759.0163934426,0.0002516381096997,0.0030648205016348,0.0002518614290819939,173
RCL,2021-06-30,87.15126982222222,3726639.6825396814,0.000244336715376,0.0017765315671147,0.0002387006706364523,174
MAR,2018-03-31,134.52273233934426,2291944.2622950817,0.0002277920059084,0.0015466105148857,0.00023227141883818057,175
UAL,2018-06-30,69.49078082984376,3402129.6875,0.0002125348370115,0.0007085041686767,0.00021749445519411462,176
HLT,2018-06-30,79.86202752515625,4235970.3125,0.0001966009166444,-0.0002511577262404,0.00020745104772699381,177
AMZN,2022-03-31,154.51549185000002,78108774.19354838,9.253618285814588e-05,-0.0034945432226344,0.00013863683151894266,178
HLT,2021-06-30,124.18795860793652,1865326.984126984,7.553678340768038e-05,-0.0081571746540723,6.828115735961319e-05,179
WMT,2019-12-31,112.3059987953125,4866420.3125,0.0001138226553431,-0.0126547790033565,6.051960761523696e-05,180
WMT,2020-03-31,109.20309793,9343167.741935484,-0.0001855177444719,-0.0123991953005854,5.9325963587245414e-05,181
WMT,2018-12-31,88.79543558730158,9439196.825396825,6.739120319737117e-05,-0.0088534208051566,5.443038847765213e-05,182
RCL,2018-03-31,119.47778970983606,1523811.475409836,5.750486554167806e-06,-0.0116148460862449,4.122081651146377e-05,183
DAL,2021-09-30,40.82468748125,11858579.6875,7.815633435484179e-06,-0.0086192617973484,7.95106202663988e-06,184
CCL,2020-09-30,15.45656245859375,37023478.125,-4.839733582439991e-05,-0.0050320168388014,-2.8985546675575306e-05,185
WMT,2023-06-30,149.85643563414635,5758734.146341464,1.8281766058074092e-05,-0.0270895412233096,-7.824356839124469e-05,186
AMZN,2017-09-30,49.12108727142857,68411428.57142857,-4.536553182369887e-05,-0.0215417315452411,-8.553612139890491e-05,187
UAL,2019-12-31,89.753593445,2171365.625,4.7721352454729166e-06,-0.0175599189686453,-9.334109451349482e-05,188
DAL,2018-03-31,52.16046380180328,8377183.606557377,-8.319553682911525e-05,-0.0150793397077781,-9.817469011586463e-05,189
HLT,2018-03-31,80.44064706295082,2243542.62295082,-7.675747129504231e-05,-0.0177497921517763,-0.00010286381117605568,190
CCL,2017-09-30,60.91711092698413,3261569.8412698414,-7.827316185223263e-05,-0.0229902215181266,-0.0001178106919866765,191
CAKE,2018-09-30,49.27452523365079,755804.7619047619,-0.0001369743924584,-0.0171204779008647,-0.00013342817255380186,192
HLT,2022-03-31,146.64869862258067,2741077.419354839,-0.0001732735296747,-0.0158884718977672,-0.00013455025416637536,193
CCL,2018-03-31,62.769944550000005,3323255.7377049183,-2.8707534993239457e-06,-0.0152422832323063,-0.0001345666296255241,194
DAL,2022-09-30,31.75765621625,10875881.25,-0.0001966930831226,-0.0160229011413304,-0.00021110355637013204,195
UAL,2017-03-31,72.27049117819672,3921390.1639344255,-0.0003006300934526,-0.0267895830542509,-0.00021659460919898905,196
WH,2022-03-31,82.88892930580646,821509.6774193548,-0.0005353993600825,-0.028968361826078,-0.00022332864173255424,197
RUTH,2021-12-31,18.45726737484375,360159.578125,-0.000292604983493,-0.0188147324204607,-0.00024297312342354347,198
CCL,2021-09-30,23.26343744953125,33324932.8125,-0.0003015037571149,-0.0153388658841068,-0.00025024923800873324,199
WMT,2021-09-30,140.38522267031252,7258407.8125,-0.0001019491899691,-0.0437307419682465,-0.00027098906244170406,200
UAL,2018-12-31,87.83809528682539,3885820.634920635,-0.0007356966155996,-0.042059353735197,-0.0005742590101113807,201
WH,2023-03-31,73.03070917451613,815088.7096774194,-0.000565096381537,-0.0434411893722033,-0.0005886136733008665,202
CAKE,2019-09-30,38.58538269984375,759382.8125,-0.0004139754599959,-0.0314533653553607,-0.0005894129672263655,203
RUTH,2017-09-30,18.457221076349207,177526.49206349207,-0.0004179112706302,-0.0422444908045267,-0.000633194795846558,204
HLT,2023-06-30,142.60567009268294,1640390.243902439,-0.0007076459654721,-0.062617082075113,-0.0006784888368230656,205
UAL,2019-03-31,84.39672088606557,3482078.6885245903,-0.0006475017390487,-0.0494081190122853,-0.0006785280720463345,206
UAL,2021-12-31,46.38343757421875,12720317.1875,-0.0008266480397857,-0.0331512526897129,-0.0006839310143496259,207
CCL,2019-09-30,44.80655759671875,4037475.0,-0.000638470097864,-0.0449926712292443,-0.0006924575102940428,208
WH,2022-09-30,65.74473649171875,817987.5,-0.0007823319303703,-0.0466156950086043,-0.0007274685694021129,209
HLT,2019-09-30,94.04519462640624,1897454.6875,-0.0006476194592653,-0.0645213960493568,-0.0007955685089062911,210
WMT,2021-03-31,133.70078340163934,9536242.62295082,-0.0008132484939219,-0.0744609165543623,-0.0008014510645221586,211
AMZN,2021-09-30,172.4930942078125,65345375.0,-0.0006036130206987,-0.0525498356299148,-0.0008043320620606792,212
CAKE,2021-06-30,55.57611229301587,959814.2857142856,-0.0008818024955566,-0.0412849757838351,-0.0008147836325227619,213
RUTH,2021-06-30,23.521932813333333,348240.2698412698,-0.0008553429049714,-0.0403161702612318,-0.0008246211309595519,214
WH,2018-09-30,52.71983948968254,745688.8888888889,-0.0007245172957699,-0.0622992047711098,-0.0008318305196744536,215
WMT,2018-06-30,77.95162618140625,9338820.3125,-0.0004244132727258,-0.0518996152762676,-0.0008352553416008646,216
RUTH,2022-12-31,17.328818063968257,387394.5714285714,-0.000836914149941,-0.0365972628841582,-0.000838517165773309,217
UAL,2022-09-30,37.19906243703125,9701195.3125,-0.0008773445959743,-0.0357169050426757,-0.0008593019809783037,218
WH,2019-09-30,51.40830218796875,901240.625,-0.0009188408986622,-0.0628749848031858,-0.0009049723354561087,219
CAKE,2019-12-31,39.03080606421875,811429.6875,-0.0007933874939029,-0.0534452566406029,-0.0009428420039434261,220
AMZN,2021-03-31,158.5120411852459,72729147.5409836,-0.0007036148680295,-0.0540895332800124,-0.0009853577710437515,221
DAL,2021-12-31,40.0267189153125,13588748.4375,-0.0009497601412368,-0.0401278643022098,-0.0010015515903879337,222
CCL,2019-06-30,50.302693866666665,4202768.253968254,-0.0010648875555376,-0.0745145622941527,-0.0010444209724860083,223
MAR,2021-06-30,142.49897064285713,1970763.492063492,-0.0011677881441233,-0.0861503860853516,-0.001081849276816359,224
DAL,2017-03-31,45.173413886721306,8344381.967213115,-0.0010300828601158,-0.0810137514716854,-0.0011818129461242102,225
MAR,2018-06-30,130.8577394421875,1933989.0625,-0.0009916478594038,-0.0942045100982949,-0.001206769710811165,226
WH,2018-06-30,55.97019113821428,1712117.857142857,-0.0012253555886196,-0.0583458766177012,-0.001243563157352239,227
UAL,2021-09-30,47.116093695,11687343.75,-0.0011845874664674,-0.0567353401880294,-0.0012447461334286097,228
UAL,2021-06-30,55.46063468634921,13174020.634920634,-0.0012877599671975,-0.0692672267349857,-0.001246068788010194,229
RUTH,2021-09-30,19.76324790734375,362830.15625,-0.0013111936252756,-0.0568406223578893,-0.001265452580038416,230
CCL,2022-09-30,9.686250038359375,55570368.75,-0.0017063945305882,-0.0351489828306933,-0.0014039712408259086,231
CAKE,2021-09-30,45.1412249803125,1117796.875,-0.0017276809451157,-0.061617546817995,-0.0014438264250568342,232
RCL,2021-12-31,81.23031246609375,3992900.0,-0.001718131207295,-0.0574535987419379,-0.0014495255817127922,233
DAL,2018-06-30,50.77649641046875,6861634.375,-0.0013605608750816,-0.0980270890681863,-0.00145377920183136,234
WMT,2018-03-31,87.49881519295081,12020168.852459015,-0.001428123400027,-0.0859709975383055,-0.0014796702481446433,235
HLT,2018-12-31,71.20692056301587,4069334.9206349207,-0.0016073623890834,-0.0839606835554546,-0.0014851785341580249,236
CAKE,2021-12-31,40.4762275809375,926592.1875,-0.0025147977688355,-0.1032338794243841,-0.0015831528385017418,237
RCL,2019-09-30,107.70096195140626,1787137.5,-0.0015106526343836,-0.1035982231590449,-0.0016140475657531906,238
DAL,2017-09-30,46.55507036222222,7799490.476190476,-0.0015094962152687,-0.1160109959284041,-0.0016889434104325474,239
RUTH,2019-09-30,19.7155140040625,269179.125,-0.0014356956877442,-0.1044719622984159,-0.0016971954594111394,240
DAL,2021-06-30,46.29634923809524,11290066.666666666,-0.0015755620142624,-0.0967434003305212,-0.0017171078658534589,241
CAKE,2019-06-30,43.45298682349207,724861.9047619047,-0.0015678190551889,-0.1216528299588086,-0.001718949840228893,242
RCL,2018-06-30,104.49992251953124,2048114.0625,-0.0017440619099004,-0.1070239466460602,-0.0017198617815750545,243
DAL,2018-12-31,52.51787621587302,7359933.333333333,-0.0020210389857774,-0.1055590311535452,-0.0018343144661524195,244
