,ticker,Date,price,volume,return,sharpe_ratio
0,AMZN,2017-03-31,41.740254136557375,65426852.45901639,0.0027090625494038912,0.2662909479156451
1,AMZN,2017-06-30,47.70788101888889,78056222.22222222,0.0014548735063696378,0.11505752860765163
2,AMZN,2017-09-30,49.12108727142857,68411428.57142857,-4.5365531823698866e-05,-0.02154173154524119
3,AMZN,2017-12-31,55.02272996492063,69288666.66666667,0.0032829946211276636,0.16205563321190483
4,AMZN,2018-03-31,71.50971315770492,119526327.86885247,0.003687001174042577,0.179767279208752
5,AMZN,2018-06-30,79.37172639375,89836375.0,0.002649690591987027,0.14853126616813503
6,AMZN,2018-09-30,94.03467426603176,91600761.90476191,0.0026933509990358486,0.19023350342620565
7,AMZN,2018-12-31,83.13644397079365,151531269.84126985,-0.0039528285840013345,-0.11812289571638637
8,AMZN,2019-03-31,83.2170654047541,103531409.83606558,0.0029760747496982622,0.1446205280993511
9,AMZN,2019-06-30,93.15002392968255,80698444.44444445,0.0010764333755944472,0.061476506693973365
10,AMZN,2019-09-30,92.72741365375,66904031.25,-0.0012739371129006586,-0.11311910336987384
11,AMZN,2019-12-31,88.50839078375,59558218.75,0.0010256540876104371,0.08254083785946806
12,AMZN,2020-03-31,96.78802367451614,110005645.16129032,0.0012725268569814855,0.037283836454799456
13,AMZN,2020-06-30,120.78134155666667,93654761.90476191,0.005751432124477005,0.2590467410353824
14,AMZN,2020-09-30,157.65220904375,102161843.75,0.0023803344907074413,0.08606456731760553
15,AMZN,2020-12-31,159.578023909375,88935250.0,0.0007464876967641556,0.02592805609575518
16,AMZN,2021-03-31,158.5120411852459,72729147.5409836,-0.0007036148680295425,-0.054089533280012446
17,AMZN,2021-06-30,166.19906277142857,69534761.90476191,0.001765987535763036,0.12170010054663581
18,AMZN,2021-09-30,172.4930942078125,65345375.0,-0.0006036130206987234,-0.05254983562991488
19,AMZN,2021-12-31,171.146727084375,63704531.25,0.00035613060944403654,0.009851025533143307
20,AMZN,2022-03-31,154.51549185000002,78108774.19354838,9.253618285814588e-05,-0.0034945432226344718
21,AMZN,2022-06-30,125.13279047580644,88565888.70967741,-0.006216972930941069,-0.1765996959728638
22,AMZN,2022-09-30,126.3960940875,58106081.25,0.0013414365010106528,0.0412896976309401
23,AMZN,2022-12-31,98.78190467650793,80057746.03174603,-0.004227031364435291,-0.14228096294086404
24,AMZN,2023-03-31,96.61483875709676,68340982.25806452,0.0036353987601296612,0.14015286460332727
25,AMZN,2023-06-30,107.95512241463415,64804273.17073171,0.00400258443390175,0.17850074951932793
26,CAKE,2017-03-31,53.61689770737705,753152.4590163934,0.0011679018427118077,0.09300037825060845
27,CAKE,2017-06-30,52.22548021571429,1037734.9206349206,-0.0034057164782358854,-0.18845337797902958
28,CAKE,2017-09-30,39.61549480460317,1260800.0,-0.002584161380209313,-0.17464024131800795
29,CAKE,2017-12-31,40.69241702349206,1368650.7936507936,0.0023885433586181134,0.1264623920270487
30,CAKE,2018-03-31,43.23755908393442,1060759.0163934426,0.00025163810969975687,0.0030648205016348346
31,CAKE,2018-06-30,47.983413815625,1062237.5,0.0023113716630087707,0.11975057875751591
32,CAKE,2018-09-30,49.27452523365079,755804.7619047619,-0.00013697439245846212,-0.01712047790086478
33,CAKE,2018-12-31,44.46733759333333,815912.6984126985,-0.0030321755817494583,-0.18532087716252207
34,CAKE,2019-03-31,42.42465016114754,782773.7704918033,0.002182807964587549,0.11511973886960848
35,CAKE,2019-06-30,43.45298682349207,724861.9047619047,-0.0015678190551889058,-0.12165282995880866
36,CAKE,2019-09-30,38.58538269984375,759382.8125,-0.00041397545999590814,-0.0314533653553607
37,CAKE,2019-12-31,39.03080606421875,811429.6875,-0.0007933874939029754,-0.053445256640602935
38,CAKE,2020-03-31,32.073029302741936,1894819.3548387096,-0.010181601747694176,-0.14278050431824993
39,CAKE,2020-06-30,20.220229512063494,4103133.3333333335,0.006910136327550094,0.09904289817802196
40,CAKE,2020-09-30,25.205401241875,1830771.875,0.0036539244542333777,0.0930040151364632
41,CAKE,2020-12-31,32.96943411265625,1171978.125,0.0051927315255821845,0.13378247750816644
42,CAKE,2021-03-31,48.61431447032787,1048981.9672131147,0.008163253923669272,0.2191302047613381
43,CAKE,2021-06-30,55.57611229301587,959814.2857142857,-0.0008818024955566833,-0.04128497578383512
44,CAKE,2021-09-30,45.1412249803125,1117796.875,-0.0017276809451157362,-0.06161754681799505
45,CAKE,2021-12-31,40.4762275809375,926592.1875,-0.0025147977688355604,-0.10323387942438414
46,CAKE,2022-03-31,36.69996439967742,962943.5483870967,0.000773475979600093,0.01792891629112391
47,CAKE,2022-06-30,32.07531990612903,1058377.4193548388,-0.005784403034583464,-0.16186306136857848
48,CAKE,2022-09-30,29.56250509640625,1029339.0625,0.0022527495058861403,0.0636061963339241
49,CAKE,2022-12-31,32.78819532285714,1008688.8888888889,0.0017604195443790998,0.05597617436760013
50,CAKE,2023-03-31,36.70261866032258,1036127.4193548387,0.0020449521950891398,0.0735894856105565
51,CAKE,2023-06-30,32.795302461463415,1109541.463414634,-0.002337853137956455,-0.12620385719815444
52,CCL,2017-03-31,50.38369313262295,3127034.426229508,0.0021389425211876365,0.23829316159417457
53,CCL,2017-06-30,56.43295384984127,3230715.873015873,0.001850233355298572,0.1714360313545389
54,CCL,2017-09-30,60.91711092698413,3261569.8412698414,-7.827316185223263e-05,-0.022990221518126668
55,CCL,2017-12-31,60.74698675222222,3002030.1587301586,0.000604895930590672,0.03631379754468454
56,CCL,2018-03-31,62.769944550000005,3323255.7377049183,-2.8707534993239457e-06,-0.015242283232306301
57,CCL,2018-06-30,58.94117778515625,4204760.9375,-0.0018409233977624093,-0.12147747632688485
58,CCL,2018-09-30,56.84866890063492,3759176.1904761903,0.0018782226939426572,0.1635384549388768
59,CCL,2018-12-31,54.09218113031746,4220461.904761905,-0.003710389306619971,-0.1815088567288784
60,CCL,2019-03-31,52.796164840491805,4112934.426229508,0.0007765609522625283,0.0312510924294488
61,CCL,2019-06-30,50.302693866666665,4202768.253968254,-0.0010648875555376947,-0.07451456229415278
62,CCL,2019-09-30,44.80655759671875,4037475.0,-0.0006384700978640627,-0.04499267122924439
63,CCL,2019-12-31,43.87415361390625,4045745.3125,0.0026639778799726517,0.15464719849579625
64,CCL,2020-03-31,35.29788289517742,23979462.903225806,-0.016999829723785578,-0.18976093558587992
65,CCL,2020-06-30,14.983650850825397,70829871.42857143,0.007595465935670999,0.08300543348005636
66,CCL,2020-09-30,15.45656245859375,37023478.125,-4.839733582439991e-05,-0.005032016838801458
67,CCL,2020-12-31,17.7799999115625,49997117.1875,0.007593833614503366,0.10947404590712764
68,CCL,2021-03-31,23.589016272950822,43234265.57377049,0.003964891836722562,0.10529531675908677
69,CCL,2021-06-30,27.999841297301586,28042755.555555556,0.0002500278453167321,0.0018526352458430946
70,CCL,2021-09-30,23.26343744953125,33324932.8125,-0.00030150375711497125,-0.015338865884106821
71,CCL,2021-12-31,21.38968753796875,38976003.125,-0.0028226310726213004,-0.08837739539029511
72,CCL,2022-03-31,20.217419316774194,39030346.77419355,0.0008378828530074921,0.016245768216148135
73,CCL,2022-06-30,14.67580647651613,43252280.64516129,-0.01227504341128162,-0.24214978083969807
74,CCL,2022-09-30,9.686250038359375,55570368.75,-0.0017063945305882417,-0.03514898283069338
