,Date,ticker,price,volume
10076,8/2/18,RCL,109.1448517,5626500
10077,8/3/18,RCL,107.3027039,2241200
10078,8/6/18,RCL,106.6059341,2501900
10079,8/7/18,RCL,107.0927048,1387200
10080,8/8/18,RCL,106.0332413,1328200
10081,8/9/18,RCL,108.9825821,2041000
10082,8/10/18,RCL,108.4671631,1611700
10083,8/13/18,RCL,108.448082,1329800
10084,8/14/18,RCL,111.0919952,1824000
10085,8/15/18,RCL,109.2593842,1288600
10086,8/16/18,RCL,110.2329483,1060800
10087,8/17/18,RCL,110.4524765,1068900
10088,8/20/18,RCL,111.5024185,1204600
10089,8/21/18,RCL,113.1059418,1604300
10090,8/22/18,RCL,112.9436951,1291500
10091,8/23/18,RCL,112.657341,1223900
10092,8/24/18,RCL,114.2608643,1245100
10093,8/27/18,RCL,114.5185776,2014900
10094,8/28/18,RCL,114.6808395,1203000
10095,8/29/18,RCL,118.3078537,2180800
10096,8/30/18,RCL,117.3152008,1037600
10097,8/31/18,RCL,117.0002136,936700
10098,9/4/18,RCL,115.6353149,1585000
10099,9/5/18,RCL,115.3394318,1143100
10100,9/6/18,RCL,118.3937759,2366500
10101,9/7/18,RCL,118.6992111,1166800
10102,9/10/18,RCL,118.2792206,1399200
10103,9/11/18,RCL,116.942955,1335400
10104,9/12/18,RCL,118.0692368,1467600
10105,9/13/18,RCL,120.1309128,1729200
10106,9/14/18,RCL,123.4047852,2517500
10107,9/17/18,RCL,122.8798218,1636700
10108,9/18/18,RCL,125.0369568,2187400
10109,9/19/18,RCL,125.2660294,1354700
10110,9/20/18,RCL,126.8013763,1626100
10111,9/21/18,RCL,126.1584473,2411600
10112,9/24/18,RCL,124.7670441,1462600
10113,9/25/18,RCL,124.1912842,1565900
10114,9/26/18,RCL,124.0761261,1838200
10115,9/27/18,RCL,124.0953217,4393100
10116,9/28/18,RCL,124.6902618,1525200
10117,10/1/18,RCL,124.4023895,1207500
10118,10/2/18,RCL,123.2124786,1193900
10119,10/3/18,RCL,122.8958206,1099300
10120,10/4/18,RCL,120.4392471,2297700
10121,10/5/18,RCL,118.6735764,1744800
10122,10/8/18,RCL,119.4316559,1180300
10123,10/9/18,RCL,118.117012,1042600
10124,10/10/18,RCL,113.9427567,1694400
10125,10/11/18,RCL,112.1291122,2018500
10126,10/12/18,RCL,114.2402344,1260800
10127,10/15/18,RCL,113.0215302,1517500
10128,10/16/18,RCL,116.6968079,1159000
10129,10/17/18,RCL,115.7180023,882600
10130,10/18/18,RCL,111.9180069,1629000
10131,10/19/18,RCL,110.5265884,2438700
10132,10/22/18,RCL,109.9796143,2320100
10133,10/23/18,RCL,110.2099075,2646700
10134,10/24/18,RCL,102.6482849,2977700
10135,10/25/18,RCL,103.5790939,5415300
10136,10/26/18,RCL,98.90583801,3701500
